ApplicableEntity,PredefinedType,PsetName
IfcValveType,GASTAP,Pset_ValveTypeGasTap
IfcValve,ISOLATING,Pset_ValveTypeIsolating
IfcValveType,ISOLATING,Pset_ValveTypeIsolating
IfcValve,MIXING,Pset_ValveTypeMixing
IfcValveType,MIXING,Pset_ValveTypeMixing
IfcValve,PRESSUREREDUCING,Pset_ValveTypePressureReducing
IfcValveType,PRESSUREREDUCING,Pset_ValveTypePressureReducing
IfcValve,PRESSURERELIEF,Pset_ValveTypePressureRelief
IfcValveType,PRESSURERELIEF,Pset_ValveTypePressureRelief
IfcVibrationIsolator,,Pset_VibrationIsolatorTypeCommon
IfcVibrationIsolatorType,,Pset_VibrationIsolatorTypeCommon
IfcWall,,Pset_ReinforcementBarPitchOfWall
IfcWallType,,Pset_ReinforcementBarPitchOfWall
IfcWall,,Pset_WallCommon
IfcWallType,,Pset_WallCommon
IfcWasteTerminal,,Pset_WasteTerminalTypeCommon
IfcWasteTerminalType,,Pset_WasteTerminalTypeCommon
IfcWasteTerminal,FLOORTRAP,Pset_WasteTerminalTypeFloorTrap
IfcWasteTerminalType,FLOORTRAP,Pset_WasteTerminalTypeFloorTrap
IfcWasteTerminal,FLOORWASTE,Pset_WasteTerminalTypeFloorWaste
IfcWasteTerminalType,FLOORWASTE,Pset_WasteTerminalTypeFloorWaste
IfcWasteTerminal,GULLYSUMP,Pset_WasteTerminalTypeGullySump
IfcWasteTerminalType,GULLYSUMP,Pset_WasteTerminalTypeGullySump
IfcWasteTerminal,GULLYTRAP,Pset_WasteTerminalTypeGullyTrap
IfcWasteTerminalType,GULLYTRAP,Pset_WasteTerminalTypeGullyTrap
IfcWasteTerminal,ROOFDRAIN,Pset_WasteTerminalTypeRoofDrain
IfcWasteTerminalType,ROOFDRAIN,Pset_WasteTerminalTypeRoofDrain
IfcWasteTerminal,WASTEDISPOSALUNIT,Pset_WasteTerminalTypeWasteDisposalUnit
IfcWasteTerminalType,WASTEDISPOSALUNIT,Pset_WasteTerminalTypeWasteDisposalUnit
IfcWasteTerminal,WASTETRAP,Pset_WasteTerminalTypeWasteTrap
IfcWasteTerminalType,WASTETRAP,Pset_WasteTerminalTypeWasteTrap
IfcGeotechnicalStratum,WATER,Pset_WaterStratumCommon
IfcWindow,,Pset_WindowCommon
IfcWindowType,,Pset_WindowCommon
IfcWorkControl,,Pset_WorkControlCommon
IfcZone,,Pset_ZoneCommon
IfcDoor,,Pset_PermeableCoveringProperties
IfcMember,,Pset_PermeableCoveringProperties
IfcWindow,,Pset_PermeableCoveringProperties
IfcDoorType,,Pset_PermeableCoveringProperties
IfcMemberType,,Pset_PermeableCoveringProperties
IfcWindowType,,Pset_PermeableCoveringProperties
IfcPavement,,Pset_Tiling
IfcCovering,,Pset_Tiling
IfcPavementType,,Pset_Tiling
IfcCoveringType,,Pset_Tiling
IfcMember,,Pset_WindowLiningProperties
IfcWindow,,Pset_WindowLiningProperties
IfcMemberType,,Pset_WindowLiningProperties
IfcWindowType,,Pset_WindowLiningProperties
IfcPlate,,Pset_WindowPanelProperties
IfcWindow,,Pset_WindowPanelProperties
IfcPlateType,,Pset_WindowPanelProperties
IfcWindowType,,Pset_WindowPanelProperties
